identifier,numunitid,count,min,max,mean,quantile_10,quantile_20,quantile_30,quantile_40,quantile_50,quantile_60,quantile_70,quantile_80,quantile_90
44P..00,276,52,1.3,15.3,3.6615384,2.2,2.4,2.6,3.0,3.4,3.6,3.9,4.3,4.7
44P..00,235,48,1.6,4.9,3.052083,2.0,2.2,2.5,2.8,3.2,3.3,3.5,3.7,3.9
44P..00,531,47,2.2,8.1,5.144469,3.33,3.5,4.0,4.3,4.4,5.4,6.56,6.57,7.3
44P..00,1047,46,2.1,6.6,3.593478,2.5,2.6,2.8,2.9,3.1,3.3,3.7,4.5,6.0
44P..00,1155,35,0.7,4.65,2.1285717,0.89,1.2,1.3,1.5,1.68,1.8,3.09,3.29,3.73
44P..00,893,34,0.9,2.4,1.3088236,1.0,1.1,1.1,1.1,1.2,1.3,1.4,1.4,1.8
44P..00,329,31,1.9,5.82,3.2880645,2.06,2.47,2.75,3.04,3.28,3.5,3.71,4.0,4.31
44P..00,205,30,1.71,5.18,3.07,2.0,2.16,2.85,3.0,3.18,3.25,3.42,3.6,3.95
44P..00,153,29,2.1,6.1,3.3620687,2.4,2.6,2.6,2.9,3.1,3.3,3.7,4.0,4.6
44P..00,202,28,1.62,5.67,3.253929,2.0,2.28,2.8,2.94,3.2,3.29,3.47,4.15,4.42
44P..00,923,25,0.32,6.6,3.5384002,0.41,2.8,3.0,3.3,3.4,3.6,4.2,4.8,5.9
44P..00,3028,24,2.5,5.4,3.4370835,2.6,2.9,3.0,3.2,3.2,3.4,3.6,3.9,4.5
44P..00,292,23,2.69,7.0,4.3778257,2.9,2.9,3.5,4.1,4.5,4.8,5.1,5.4,5.9
44P..00,154,21,2.1,373.0,21.861904,2.5,2.6,2.7,3.4,4.0,4.9,5.8,5.8,7.3
44P..00,182,20,0.8,68.0,5.4485,0.8,1.0,1.2,1.6,2.7,2.7,3.17,3.53,3.6
44P..00,3096,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44P..00,1367,17,2.3,9.7,5.3647056,3.1,3.2,4.6,4.6,5.0,5.6,6.0,7.0,8.2
44P..00,1145,15,0.72,3.51,1.8606668,0.83,1.12,1.12,1.31,1.37,2.15,2.35,2.89,3.09
44P..00,332,10,0.7,3.0,1.48,0.8,1.0,1.1,1.3,1.4,1.4,1.7,1.8,2.0
44P..00,1497,10,2.4,4.9,3.89,2.7,3.1,3.2,4.0,4.4,4.4,4.6,4.8,4.8
44P..00,816,9,2.53,6.56,4.1066666,2.75,3.2,3.2,3.9,3.92,4.13,4.75,4.75,5.22
44P..00,1375,9,2.21,3.86,3.0188892,2.21,2.24,2.24,2.67,3.05,3.45,3.69,3.69,3.79
44P..00,2336,6,3.4,6.9,4.8166666,3.7,3.7,4.4,4.4,4.6,4.6,5.9,5.9,6.9
44P..00,819,5,1.88,3.33,2.494,1.88,2.0,2.0,2.18,2.18,2.18,3.08,3.08,3.33
44P..00,1282,5,2.0,4.5,3.1200001,2.0,2.6,2.6,3.2,3.2,3.2,3.3,3.3,4.5
44P..00,219,5,4.2,7.5,5.3,4.2,4.3,4.3,4.4,4.4,4.4,6.1,6.1,7.5
44P..00,2418,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44P..00,677,4,3.6,6.0,4.9,3.6,4.5,4.5,4.5,5.5,5.5,5.5,5.5,6.0
44P..00,1788,2,3.2,3.5,3.35,3.2,3.2,3.2,3.2,3.5,3.5,3.5,3.5,3.5
44P..00,5664,2,2.24,20.2,11.22,2.24,2.24,2.24,2.24,20.2,20.2,20.2,20.2,20.2
44P..00,1276,1,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7
44P..00,7808,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44P..00,334,1,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4
44P..00,22104,1,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4
44P..00,22120,1,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6
44P..00,285,1,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4
44P..00,521,1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
44P..00,1595,1,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8
44P..00,10154,1,4.12,4.12,4.12,4.12,4.12,4.12,4.12,4.12,4.12,4.12,4.12,4.12
44R..00,218,1031,0.0,38.0,1.9918226,0.85,1.06,1.2,1.3,1.48,1.73,2.2,3.1,4.14
44R..00,4220,71,0.0,1.5,0.33802816,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,1.2
44R..00,4247,23,0.0,5.33,2.3608696,0.0,0.0,1.65,2.0,2.16,2.61,3.66,4.05,4.75
44R..00,182,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44R..00,17301,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44S..00,276,177,6.0,100.0,28.338984,15.0,17.0,19.0,21.0,22.0,26.0,32.0,38.0,48.0
44S..00,154,162,7.0,397.0,42.240433,16.0,19.0,21.0,24.0,27.0,33.0,43.0,52.0,73.0
44S..00,285,23,8.7,66.0,25.691305,10.5,15.0,16.0,19.4,21.0,24.0,30.0,33.0,48.0
44S..00,1155,3,27.0,106.0,64.666664,27.0,27.0,61.0,61.0,61.0,61.0,61.0,106.0,106.0
44T..00,218,1007,1.9,428.0,12.089991,2.3,3.0,5.0,6.0,7.0,8.4,10.2,12.6,16.0
44T..00,285,29,5.0,395.0,183.37242,6.0,6.3,6.3,12.0,251.0,294.0,303.0,308.0,368.0
44T..00,154,15,5.4,9.3,6.800001,5.5,5.6,5.9,6.2,6.4,6.4,7.3,8.0,8.8
44T..00,6004,11,0.0,21.6,11.718182,0.0,0.0,9.9,13.7,13.9,15.4,16.3,17.9,20.2
44T..00,373,4,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
44T..00,457,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44T..00,182,2,8.1,9.2,8.65,8.1,8.1,8.1,8.1,9.2,9.2,9.2,9.2,9.2
44T..00,288,1,309.0,309.0,309.0,309.0,309.0,309.0,309.0,309.0,309.0,309.0,309.0,309.0
44T..00,332,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
44U..00,218,45,4.1,22.0,9.115555,5.1,5.9,6.5,7.4,7.8,9.1,10.4,12.8,14.3
44U..00,1,4,10.4,16.0,12.549999,10.4,11.7,11.7,11.7,12.1,12.1,12.1,12.1,16.0
44V..00,218,19,2.2,13.7,6.9789467,5.2,5.4,5.6,6.0,6.6,6.9,7.2,7.5,9.0
44V..00,721,5,0.0,120.0,72.0,0.0,0.0,0.0,120.0,120.0,120.0,120.0,120.0,120.0
44V..00,3445,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44V..00,3578,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44V..00,3654,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44V..00,332,1,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5
44W..00,218,3597,0.0,495.0,0.9672136,0.35,0.45,0.52,0.6,0.63,0.7,0.75,0.82,0.92
44W..00,283,1592,0.0,1103.0,6.306678,0.4,0.5,0.6,0.7,0.8,0.96,1.1,1.4,1.9
44W..00,183,1436,0.05,141.0,16.287666,3.0,5.3,7.0,8.5,10.0,11.7,14.8,19.2,39.5
44W..00,235,556,0.0,5.3,1.1250904,0.42,0.6,0.76,0.9,1.0,1.1,1.3,1.54,2.0
44W..00,285,336,0.0,733.0,88.55091,2.0,10.0,17.0,26.1,34.0,42.0,58.0,95.0,304.0
44W..00,197,110,1.0,567.0,115.05454,26.0,34.0,39.0,44.0,50.0,57.0,78.0,97.0,417.0
44W..00,233,88,0.1,745.0,30.206932,0.31,0.5,0.61,0.71,0.8,0.9,1.05,1.56,89.0
44W..00,230,34,1.3,12.9,7.211764,4.5,5.8,6.2,6.3,6.7,7.3,7.9,9.2,10.7
44W..00,832,19,0.0,91.0,18.994736,1.8,6.8,8.5,10.0,11.9,14.2,15.4,17.0,48.0
44W..00,348,8,10.0,75.0,36.625,18.0,18.0,24.0,30.0,30.0,30.0,51.0,55.0,55.0
44W..00,139,8,0.4,1.8,1.0875,0.5,0.5,0.7,0.8,1.4,1.4,1.5,1.6,1.6
44W..00,1485,6,0.7,28.0,10.533334,1.0,1.0,2.5,2.5,14.0,14.0,17.0,17.0,28.0
44W..00,1895,5,9.0,23.0,18.0,9.0,16.0,16.0,19.0,19.0,19.0,23.0,23.0,23.0
44W..00,591,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44W..00,193,4,0.4,1.4,1.0,0.4,0.9,0.9,0.9,1.3,1.3,1.3,1.3,1.4
44W..00,923,3,2.9,12.0,6.6666665,2.9,2.9,5.1,5.1,5.1,5.1,5.1,12.0,12.0
44W..00,1925,3,1.0,3.1,2.1333332,1.0,1.0,2.3,2.3,2.3,2.3,2.3,3.1,3.1
44W..00,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
44W..00,816,1,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0
44W..00,696,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44W..00,2288,1,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02
44W..00,425,1,6.69,6.69,6.69,6.69,6.69,6.69,6.69,6.69,6.69,6.69,6.69,6.69
44W..00,186,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
44W..00,986,1,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5
44W..00,598,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44W..00,1155,1,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6
44W..00,160,1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35
44X..00,257,38,1.0,31.0,8.289474,1.0,1.0,1.0,3.0,4.0,7.0,10.0,18.0,23.0
44X..00,288,31,0.0,33.0,9.0,0.0,1.0,1.0,4.0,6.0,8.0,13.0,19.0,22.0
44X..00,2068,20,0.0,20.0,11.45,0.0,3.0,6.0,11.0,11.0,15.0,20.0,20.0,20.0
44X..00,285,18,0.0,13.0,2.196666,0.1,0.1,0.11,0.16,0.2,0.24,0.51,0.6,11.0
44X..00,1,9,0.0,12.0,3.1444445,0.7,1.6,1.6,2.0,2.0,2.0,3.0,3.0,5.0
44X..00,2380,4,3.0,11.0,8.5,3.0,9.0,9.0,9.0,11.0,11.0,11.0,11.0,11.0
44X..00,218,2,1.0,16.0,8.5,1.0,1.0,1.0,1.0,16.0,16.0,16.0,16.0,16.0
44X..00,1108,2,5.0,11.0,8.0,5.0,5.0,5.0,5.0,11.0,11.0,11.0,11.0,11.0
44X..00,235,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
44Y..00,1,74078,0.0,98146.0,98.159164,94.0,95.0,96.0,97.0,97.0,97.0,98.0,98.0,99.0
44Y..00,246,494,1.0,400.0,96.38441,93.0,94.0,95.0,96.0,97.0,97.0,98.0,98.0,98.0
44Y..00,218,75,18.0,98.0,29.973333,22.0,23.0,24.0,25.0,25.0,26.0,27.0,28.0,30.0
44Y..00,3886,34,4.12,98.0,35.874268,5.0,7.377,7.427,7.486,9.66,10.0,93.0,94.0,97.0
44Y..00,863,22,3.8,99.0,48.339542,5.25,7.0,8.0,9.0,12.3,96.0,97.0,97.0,99.0
44Y..00,4775,11,93.0,100.0,97.27273,94.0,96.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0
44Y..00,1818,8,88.0,97.0,93.375,89.0,89.0,92.0,93.0,95.0,95.0,96.0,97.0,97.0
44Y..00,235,3,7.38,38.0,27.793335,7.38,7.38,38.0,38.0,38.0,38.0,38.0,38.0,38.0
44Y..00,3193,2,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0
44Y..00,3773,2,94.0,97.0,95.5,94.0,94.0,94.0,94.0,97.0,97.0,97.0,97.0,97.0
44Y..00,216,2,96.0,99.0,97.5,96.0,96.0,96.0,96.0,99.0,99.0,99.0,99.0,99.0
44Y..00,343,1,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0
44Y..00,210,1,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0
44Y..00,254,1,1546.0,1546.0,1546.0,1546.0,1546.0,1546.0,1546.0,1546.0,1546.0,1546.0,1546.0,1546.0
44Z..00,218,645,-5.8,451.0,37.526703,0.3,2.1,2.26,2.4,2.5,2.7,3.0,3.4,236.0
44Z..00,285,534,0.0,751.0,301.2624,188.0,248.0,268.0,288.0,307.0,325.0,351.0,377.0,428.0
44Z..00,154,134,0.1,158257.0,1758.251,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.36
44Z..00,1215,70,30.0,296.0,78.671425,37.0,43.0,47.0,53.0,55.0,58.0,65.0,80.0,164.0
44Z..00,959,41,24.0,371.0,87.756096,31.0,39.0,44.0,53.0,59.0,65.0,68.0,86.0,164.0
44Z..00,276,22,0.0,5680.0,283.2591,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,157.0
44Z..00,2361,19,12.0,386.0,90.63158,29.0,38.0,42.0,58.0,66.0,82.0,83.0,92.0,146.0
44Z..00,288,16,0.1,87.0,23.650002,0.1,0.1,1.0,1.0,2.0,30.0,39.0,43.0,78.0
44Z..00,183,16,0.82,2.26,1.480625,1.0,1.15,1.37,1.43,1.52,1.54,1.69,1.75,1.95
44Z..00,2549,14,19.0,344.0,94.5,25.0,26.0,26.0,27.0,73.0,89.0,91.0,91.0,344.0
44Z..00,283,13,0.05,4.3,0.5792308,0.1,0.11,0.14,0.2,0.22,0.28,0.3,0.43,0.86
44Z..00,1940,9,45.0,283.0,107.22222,46.0,62.0,62.0,66.0,96.0,112.0,123.0,123.0,132.0
44Z..00,311,7,0.39,1.65,0.7757143,0.58,0.58,0.67,0.67,0.67,0.72,0.72,0.75,0.75
44Z..00,191,7,311.0,396.0,356.85715,334.0,334.0,336.0,336.0,353.0,376.0,376.0,392.0,392.0
44Z..00,197,4,0.6,334.0,194.4,0.6,210.0,210.0,210.0,233.0,233.0,233.0,233.0,334.0
44Z..00,630,4,56.0,98.0,77.5,56.0,69.0,69.0,69.0,87.0,87.0,87.0,87.0,98.0
44Z..00,2210,4,51.0,99.0,68.25,51.0,55.0,55.0,55.0,68.0,68.0,68.0,68.0,99.0
44Z..00,3898,4,75.0,310.0,174.25,75.0,104.0,104.0,104.0,208.0,208.0,208.0,208.0,310.0
44Z..00,176,4,331.0,404.0,353.75,331.0,334.0,334.0,334.0,346.0,346.0,346.0,346.0,404.0
44Z..00,159,3,12.4,21.0,17.733332,12.4,12.4,19.8,19.8,19.8,19.8,19.8,21.0,21.0
44Z..00,8533,3,415.0,488.0,463.66666,415.0,415.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0
44Z..00,847,3,2.6,3.1,2.8,2.6,2.6,2.7,2.7,2.7,2.7,2.7,3.1,3.1
44Z..00,1010,3,67.0,110.0,83.0,67.0,67.0,72.0,72.0,72.0,72.0,72.0,110.0,110.0
44Z..00,153,2,72.0,84.0,78.0,72.0,72.0,72.0,72.0,84.0,84.0,84.0,84.0,84.0
44Z..00,235,2,179.0,183.0,181.0,179.0,179.0,179.0,179.0,183.0,183.0,183.0,183.0,183.0
44Z..00,282,2,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7
44Z..00,77,2,0.5,0.7,0.6,0.5,0.5,0.5,0.5,0.7,0.7,0.7,0.7,0.7
44Z..00,1246,2,42.0,97.0,69.5,42.0,42.0,42.0,42.0,97.0,97.0,97.0,97.0,97.0
44Z..00,202,1,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
44Z..00,1698,1,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19
44Z..00,1223,1,354.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0
44Z..00,505,1,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0
44Z..00,233,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
44Z..00,405,1,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0
44Z..00,6746,1,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
44a..00,283,1635,0.0,14944.0,21.46038,1.0,1.0,1.5,2.0,2.0,2.9,3.1,4.0,6.0
44a..00,159,525,1.0,276240.0,1073.4255,4.0,7.0,10.0,14.0,21.0,28.0,47.0,87.0,308.2
44a..00,277,242,0.8,82260.0,1031.9082,3.0,6.0,9.0,12.2,16.0,23.8,35.0,56.0,243.0
44a..00,233,87,0.3,18.1,3.054023,0.8,1.1,1.4,1.5,1.9,2.7,3.5,4.0,6.5
44a..00,155,41,1.0,14974.0,466.80972,7.0,8.0,10.0,15.0,21.2,28.0,38.3,62.0,87.0
44a..00,193,28,0.5,62.2,6.389286,0.8,0.9,1.4,1.9,2.5,2.9,3.4,5.7,11.1
44a..00,218,24,0.9,2028.0,111.72125,1.0,1.7,2.0,2.3,3.0,4.1,7.4,15.6,38.0
44a..00,371,21,1.0,10586.0,599.7143,4.0,18.0,22.0,28.0,40.0,44.0,47.0,80.0,220.0
44a..00,154,13,0.6,551.0,191.73077,3.0,4.9,137.0,140.0,145.0,192.0,213.0,360.0,480.0
44a..00,421,9,0.7,10.0,3.8555555,1.0,1.8,1.8,1.8,2.1,4.2,5.1,5.1,8.0
44a..00,405,5,1.1,7.9,4.46,1.1,2.3,2.3,4.4,4.4,4.4,6.6,6.6,7.9
44a..00,183,5,1.4,6.7,3.3399997,1.4,1.8,1.8,3.1,3.1,3.1,3.7,3.7,6.7
44a..00,1625,3,1.0,2.0,1.6666666,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
44a..00,288,3,1.0,7.0,3.3333333,1.0,1.0,2.0,2.0,2.0,2.0,2.0,7.0,7.0
44a..00,1155,1,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
44a..00,256,1,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0
44a..00,816,1,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4
44a..00,276,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44c..00,139,16,0.44,2.47,1.36,0.74,0.85,1.09,1.12,1.26,1.32,1.64,1.75,2.38
44c..00,218,3,1.45,648.0,229.48334,1.45,1.45,39.0,39.0,39.0,39.0,39.0,648.0,648.0
44c..00,182,2,131.0,171.0,151.0,131.0,131.0,131.0,131.0,171.0,171.0,171.0,171.0,171.0
44d..00,218,16820,0.0,6.9,1.7042763,0.91,1.1,1.2,1.3,1.4,1.6,1.8,2.2,3.0
44d..00,829,680,0.5,5.7,2.552059,1.4,1.7,2.0,2.2,2.4,2.7,3.0,3.4,4.0
44d..00,893,91,0.9,2.3,1.3538464,0.9,1.0,1.2,1.2,1.3,1.4,1.5,1.6,1.9
44d..00,2977,37,1.3,4.4,2.5594597,1.6,1.6,2.0,2.2,2.5,2.8,2.9,3.3,3.8
44d..00,235,35,1.2,4.4,2.6714287,1.5,1.9,2.0,2.3,2.7,2.9,3.3,3.6,4.0
44d..00,1155,6,1.3,6.2,2.9266665,1.35,1.35,2.2,2.2,2.71,2.71,3.8,3.8,6.2
44d..00,288,3,1.1,2.13,1.61,1.1,1.1,1.6,1.6,1.6,1.6,1.6,2.13,2.13
44d..00,847,3,0.8,1.2,1.0,0.8,0.8,1.0,1.0,1.0,1.0,1.0,1.2,1.2
44d..00,521,1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1
44f..00,218,219,2.1,23.9,9.214156,5.4,6.2,6.8,7.5,8.7,9.5,10.7,11.9,14.0
44f..00,405,2,7.4,8.7,8.05,7.4,7.4,7.4,7.4,8.7,8.7,8.7,8.7,8.7
44f..00,1155,1,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
44g..00,218,1548,2.1,32.8,8.738836,4.7,5.7,6.5,7.3,8.1,9.3,10.3,11.5,13.3
44g..00,154,4,24.0,1453.0,386.0,24.0,33.0,33.0,33.0,34.0,34.0,34.0,34.0,1453.0
44h..00,218,33180,0.0,183.0,71.15532,3.7,4.0,4.2,4.6,26.0,137.0,139.0,140.0,142.0
44h..00,285,13,75.0,104.0,95.38461,83.0,94.0,95.0,96.0,96.0,98.0,100.0,101.0,102.0
44h..00,257,4,0.0,21.0,6.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,21.0
44h..00,332,3,138.0,142.0,139.66667,138.0,138.0,139.0,139.0,139.0,139.0,139.0,142.0,142.0
44h..00,376,2,90.0,100.0,95.0,90.0,90.0,90.0,90.0,100.0,100.0,100.0,100.0,100.0
44h..00,431,2,238.0,264.0,251.0,238.0,238.0,238.0,238.0,264.0,264.0,264.0,264.0,264.0
44h..00,1,1,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
44h..00,288,1,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16
44i..00,218,9524,0.17,116.0,57.707207,0.96,20.0,25.0,27.0,30.0,99.0,102.0,104.0,105.0
44i..00,917,29,16.0,30.0,23.51724,19.0,22.0,22.0,23.0,24.0,24.0,25.0,26.0,27.0
44i..00,288,3,28.0,102.0,53.0,28.0,28.0,29.0,29.0,29.0,29.0,29.0,102.0,102.0
44j..00,679,1,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
44k..00,218,8,0.1,0.54,0.3675,0.33,0.33,0.33,0.37,0.38,0.38,0.42,0.47,0.47
44k..00,285,7,8.3,21.4,13.457144,8.5,8.5,8.5,8.5,14.7,14.8,14.8,18.0,18.0
44l..00,260,19972,0.0,4800.0,3.948245,2.3,2.6,2.8,3.1,3.33,3.6,4.0,4.5,5.14
44l..00,186,6336,0.0,5966.7,49.258656,6.0,8.0,9.3,11.2,14.0,18.0,26.0,44.0,102.3
44l..00,65,5088,0.1,129.0,3.7198727,2.37,2.7,2.9,3.2,3.5,3.8,4.1,4.6,5.3
44l..00,421,3838,0.63,11.5,3.1605864,2.07,2.32,2.55,2.73,3.0,3.21,3.5,3.9,4.5
44l..00,219,3124,0.7,15.0,3.642775,2.3,2.69,2.9,3.2,3.4,3.7,4.0,4.5,5.2
44l..00,223,2139,1.5,13.7,3.478917,2.1,2.4,2.7,3.0,3.2,3.5,3.8,4.4,5.2
44l..00,218,1419,0.28,122.0,3.5120585,1.7,2.29,2.6,2.9,3.2,3.5,3.9,4.4,5.2
44l..00,405,930,0.0,9.6,3.6059475,2.3,2.65,2.9,3.13,3.4,3.7,4.0,4.5,5.2
44l..00,140,801,0.0,710.0,29.547968,5.0,7.0,8.0,9.0,11.0,13.0,17.0,27.0,60.0
44l..00,1,703,0.0,99.0,5.218477,2.5,2.8,3.0,3.2,3.5,3.8,4.09,4.5,5.09
44l..00,365,320,3.1,325.8,16.674059,5.8,7.0,8.8,10.2,11.8,13.8,16.9,20.6,28.7
44l..00,188,201,0.0,469.0,27.0,5.0,7.0,9.0,10.0,14.0,19.0,24.0,36.0,60.0
44l..00,189,184,4.0,503.0,45.89201,6.0,8.0,9.0,12.0,15.0,18.0,27.0,45.0,150.0
44l..00,288,172,2.2,11.2,3.8000002,2.6,2.8,3.0,3.3,3.6,3.9,4.1,4.5,5.3
44l..00,2084,115,1.8,7.3,3.6486964,2.2,2.6,2.8,3.2,3.4,3.7,4.2,4.59,5.4
44l..00,1621,110,2.0,6.6,3.6027262,2.4,2.6,2.9,3.1,3.3,3.5,4.09,4.59,5.2
44l..00,2287,102,1.99,6.76,3.6362736,2.42,2.85,3.04,3.34,3.58,3.79,3.98,4.33,4.91
44l..00,923,100,1.7,7.3,3.8029993,2.3,2.7,3.1,3.5,3.8,4.0,4.4,4.8,5.3
44l..00,235,78,2.2,8.0,4.154616,2.57,2.91,3.29,3.6,3.92,4.33,5.13,5.38,5.91
44l..00,375,56,5.0,1150.0,85.242676,7.0,8.0,12.63,22.0,32.91,45.0,45.0,47.0,303.0
44l..00,986,39,2.2,8.0,5.1,3.1,3.7,4.0,4.6,5.4,5.7,6.1,6.4,6.7
44l..00,1644,37,0.0,137.0,3.7299998,0.0,0.007,0.009,0.01,0.011,0.014,0.02,0.044,0.058
44l..00,332,32,1.5,7.2,3.625625,2.5,2.71,3.2,3.21,3.46,3.63,3.91,4.33,5.0
44l..00,2273,27,2.0,542.0,71.81481,6.0,9.0,11.0,12.0,12.0,14.0,15.0,20.0,204.0
44l..00,1242,25,3.9,1033.3,93.147995,7.3,9.3,13.8,17.8,19.0,21.2,40.0,97.8,232.6
44l..00,246,23,2.9,7.6,4.178261,3.3,3.3,3.6,3.9,4.1,4.1,4.2,4.7,5.1
44l..00,202,19,1.68,58.0,5.527895,1.79,2.1,2.16,2.26,2.5,2.87,3.29,3.29,3.6
44l..00,4424,19,2.2,6.9,4.3578944,2.9,3.0,3.2,3.8,4.2,4.6,5.0,5.4,6.3
44l..00,800,16,5.0,158.73,26.982498,9.0,11.83,12.14,13.06,16.58,18.14,25.04,29.6,42.45
44l..00,816,15,1.5,4.86,2.872,2.0,2.3,2.4,2.6,2.7,2.81,3.2,3.25,4.1
44l..00,190,12,5.0,34.0,11.416667,5.0,7.0,7.0,7.0,9.0,10.0,10.0,12.0,22.0
44l..00,205,11,2.14,3.5,2.8363638,2.46,2.5,2.6,2.6,2.8,2.93,3.1,3.17,3.4
44l..00,292,10,0.8,8.3,5.25,3.4,4.1,4.2,4.7,5.5,5.5,6.9,6.9,7.7
44l..00,1695,9,6.0,40.0,18.11111,8.0,11.0,11.0,12.0,16.0,20.0,25.0,25.0,25.0
44l..00,440,8,0.008,0.037,0.0153749995,0.009,0.009,0.009,0.009,0.009,0.009,0.017,0.025,0.025
44l..00,160,6,2.29,2.9,2.58,2.29,2.29,2.6,2.6,2.6,2.6,2.8,2.8,2.9
44l..00,819,5,2.19,5.0,3.3040001,2.19,2.87,2.87,3.21,3.21,3.21,3.25,3.25,5.0
44l..00,1047,5,3.8,6.2,4.718,3.8,4.5,4.5,4.5,4.5,4.5,4.59,4.59,6.2
44l..00,899,5,1.5,54.5,18.599998,1.5,2.1,2.1,2.3,2.3,2.3,32.6,32.6,54.5
